name,centroid_long,centroid_lat,fadaregion,name_2,mrgid
Xanthosoma paradoxum,-76.929422,4.69,NT,Neotropical,"48566"
Chamaedorea pinnatifrons,-77.1229146612375,-0.064618634735143,NT,Neotropical,"48566"
Hymenocallis howardii,-103.22169922677,20.5179323392074,NT,Neotropical,"48566"
Cipura campanulata,-90.400651503839,17.2164091397945,NT,Neotropical,"48566"
Cypripedium dickinsonianum,-92.05912025,16.141123,NT,Neotropical,"48566"
Epidendrum ibaguense,-62.8280539245266,4.04619826267569,NT,Neotropical,"48566"
Leochilus labiatus,-76.3212726489362,8.46527420212766,NT,Neotropical,"48566"
Malaxis maianthemifolia,-95.2962033358618,17.1682620942383,NT,Neotropical,"48566"
Sobralia speciosa,-64.7447496363636,0.614944181818182,NT,Neotropical,"48566"
Zygopetalum maculatum,-46.5082365526768,-18.8458297692604,NT,Neotropical,"48566"
Weldenia candida,-97.9362524804112,18.6192802779656,NT,Neotropical,"48566"
Billbergia macrolepis,-77.0401020645161,7.41690519354839,NT,Neotropical,"48566"
Navia jauana,-64.3700456875,4.8568886875,NT,Neotropical,"48566"
Pitcairnia pteropoda,-100.938533266946,19.1287132634544,NT,Neotropical,"48566"
Eleocharis nudipes,-52.5755882553383,-24.8697927653045,NT,Neotropical,"48566"
Lepturidium insulare,-82.96674875,21.7856,NT,Neotropical,"48566"
Pariana tenuis,-67.5329184,-1.955286,NT,Neotropical,"48566"
Heliconia sarapiquensis,-82.8787072068966,9.82656629310345,NT,Neotropical,"48566"
Goeppertia loeseneri,-70.3643813309276,-3.2056179384327,NT,Neotropical,"48566"
Myrosma cannifolia,-51.9233711899625,-9.45534268528587,NT,Neotropical,"48566"
Stromanthe thalia,-39.182383537234,-13.0022264574468,NT,Neotropical,"48566"
Phlegmariurus robustus,-63.388,5.80666,NT,Neotropical,"48566"
Selaginella sandwithii,-56.60290790625,4.01058346875,NT,Neotropical,"48566"
Azorella lycopodioides,-67.3720806212121,-48.0281869848485,NT,Neotropical,"48566"
Donnellsmithia juncea,-97.7862616844337,19.4145160076277,NT,Neotropical,"48566"
Schefflera pentadactyla,-78.1699926,1.5333328,NT,Neotropical,"48566"
Ilex karuaiana,-64.358925,6.4860175,NT,Neotropical,"48566"
Calea lemmatioides,-44.5232603125,-19.638414375,NT,Neotropical,"48566"
Campovassouria barbosae,-48.8677955,-25.1558195,NT,Neotropical,"48566"
Chresta plantaginifolia,-47.9886661272302,-17.8695259010211,NT,Neotropical,"48566"
Chromolaena leivensis,-73.8594353939394,5.00698726515152,NT,Neotropical,"48566"
Gamochaeta deserticola,-67.350341,-18.2084392307692,NT,Neotropical,"48566"
Melampodium glabribracteatum,-96.69013975,16.793055125,NT,Neotropical,"48566"
Monactis flaverioides,-78.3656570625,-7.2574305,NT,Neotropical,"48566"
Stevia collina,-48.6140972740019,-22.1621060121297,NT,Neotropical,"48566"
Stevia jujuyensis,-64.4528571428571,-23.1319047142857,NT,Neotropical,"48566"
Wunderlichia senae,-43.6952626,-18.24903465,NT,Neotropical,"48566"
Capparicordis tweediana,-60.4720355509769,-22.5928857841859,NT,Neotropical,"48566"
Parodia ayopayana,-66.9270381428571,-16.9200542857143,NT,Neotropical,"48566"
Nasa callacallensis,-77.7717278,-6.6573018,NT,Neotropical,"48566"
Begonia dressleri,-79.6611113333333,9.46666666666667,NT,Neotropical,"48566"
Begonia falciloba,-100.478579380087,19.0267522089819,NT,Neotropical,"48566"
Begonia heracleifolia,-93.1843921537863,18.0262999251302,NT,Neotropical,"48566"
Valeriana grandifolia,-72.0666766666667,-35.5988866666667,NT,Neotropical,"48566"
Lissocarpa guianensis,-58.8409421636364,5.71563614545455,NT,Neotropical,"48566"
Anthopterus cuneatus,-77.9242783421053,1.98367007894737,NT,Neotropical,"48566"
Freziera subintegrifolia,-67.7016448333333,-12.7252158333333,NT,Neotropical,"48566"
Ardisia darienensis,-77.997916625,8.116666125,NT,Neotropical,"48566"
Pradosia caracasana,-68.2684246521739,7.98908826086957,NT,Neotropical,"48566"
Pradosia surinamensis,-60.3188892214022,2.64826684132841,NT,Neotropical,"48566"
Symplocos quitensis,-73.9184921141553,-8.6270206347032,NT,Neotropical,"48566"
Amicia fimbriata,-65.1654112222222,-20.3277488888889,NT,Neotropical,"48566"
Andira marauensis,-39.0029880153846,-14.7669460153846,NT,Neotropical,"48566"
Hoffmannseggia erecta,-67.700701122807,-35.1471314561403,NT,Neotropical,"48566"
Lonchocarpus hintonii,-101.314100959113,18.998420591398,NT,Neotropical,"48566"
Lupinus triananus,-73.800999,4.61244118181818,NT,Neotropical,"48566"
Muellera variabilis,-57.6034752953531,-19.1329419306299,NT,Neotropical,"48566"
Quercus deserticola,-100.378364020394,19.9779195590667,NT,Neotropical,"48566"
Jobinia lindbergii,-46.9549799490195,-17.8672316422957,NT,Neotropical,"48566"
Borreria carajasensis,-50.6312647659574,-6.32487595744681,NT,Neotropical,"48566"
Chomelia monachinoi,-67.448899125,6.62683175,NT,Neotropical,"48566"
Guettarda odorata,-65.4466530555556,14.5431136111111,NT,Neotropical,"48566"
Psychotria phyllocalymma,-42.1613215643701,-13.185174364576,NT,Neotropical,"48566"
Ruellia erythropus,-63.1851852746452,-18.8504237943649,NT,Neotropical,"48566"
Ruellia humboldtiana,-73.2193909310345,5.9785927862069,NT,Neotropical,"48566"
Fridericia tuberculata,-59.4544288591549,-6.46700784507042,NT,Neotropical,"48566"
Calceolaria cataractarum,-76.2115435555556,2.08948255555556,NT,Neotropical,"48566"
Aegiphila brenesii,-84.6212267894737,10.3922662105263,NT,Neotropical,"48566"
Salvia palealis,-102.187629830884,18.7388440916809,NT,Neotropical,"48566"
Salvia xalapensis,-97.5823417060382,19.2729605631069,NT,Neotropical,"48566"
Scutellaria pseudocoerulea,-97.8487095303167,20.5554315736958,NT,Neotropical,"48566"
Schlegelia pandurata,-78.2888014,1.9826852,NT,Neotropical,"48566"
Stachytarpheta candida,-47.7470927789894,-13.8676243002462,NT,Neotropical,"48566"
Endlicheria chalisea,-64.1816143387097,-0.935951983870968,NT,Neotropical,"48566"
Pleurothyrium obscurinerve,-79.5181500555556,-0.677227555555556,NT,Neotropical,"48566"
Siparuna echinata,-76.863388699495,1.62178484848485,NT,Neotropical,"48566"
Duguetia rionegrensis,-67.5022187025485,0.270369318182576,NT,Neotropical,"48566"
Otoba glycycarpa,-75.0763344631579,-3.63558320701754,NT,Neotropical,"48566"
Clusia croatii,-84.0334071535728,10.0241339346112,NT,Neotropical,"48566"
Manihot confertiflora,-47.6837412352941,-13.8873199411765,NT,Neotropical,"48566"
Lophopterys euryptera,-60.4566948,6.93721746666667,NT,Neotropical,"48566"
Passiflora hahnii,-92.9895723529116,16.247320587131,NT,Neotropical,"48566"
Passiflora tacanensis,-92.1017497142857,15.1114322857143,NT,Neotropical,"48566"
Quiina gentryi,-67.3952381428571,-12.5166667142857,NT,Neotropical,"48566"
Abutilon malachroides,-52.7540782272727,-27.2864527727273,NT,Neotropical,"48566"
Cristaria viridiluteola,-70.7685608913044,-27.4103671956522,NT,Neotropical,"48566"
Herrania nycterodendron,-73.5483535949367,-2.61129156962025,NT,Neotropical,"48566"
Matisia bullata,-76.6261270483871,5.48320962903226,NT,Neotropical,"48566"
Robinsonella macvaughii,-104.66853,19.213953,NT,Neotropical,"48566"
Leandra agrestis,-54.249358862069,3.6327691954023,NT,Neotropical,"48566"
Miconia andersonii,-68.0506468333333,6.682087,NT,Neotropical,"48566"
Miconia burchellii,-48.5986249927364,-14.5783901601013,NT,Neotropical,"48566"
Miconia summa,-73.6106914170854,5.13652782160804,NT,Neotropical,"48566"
Microlicia hirsutissima,-49.85268475,-14.239412375,NT,Neotropical,"48566"
Eugenia hiraeifolia,-84.1011992700422,10.3828123037975,NT,Neotropical,"48566"
Sloanea laxiflora,-62.9539033484849,-1.79686533333333,NT,Neotropical,"48566"
Alvaradoa jamaicensis,-77.272257,18.1941942222222,NT,Neotropical,"48566"
Aristolochia glossa,-101.899392,19.040979,NT,Neotropical,"48566"
Aristolochia physodes,-70.812002,-7.592226,NT,Neotropical,"48566"
Peperomia rotundata,-75.6838576882845,-0.192315251046025,NT,Neotropical,"48566"
Piper barbicuspe,-74.522057,-4.49955022222222,NT,Neotropical,"48566"
Piper blattarum,-66.4415262537313,17.7633870746269,NT,Neotropical,"48566"
Piper glabribracteum,-51.5392371935484,-12.2639038387097,NT,Neotropical,"48566"
Piper leucophlebium,-85.006826625,10.68075,NT,Neotropical,"48566"
Piper rugosum,-65.660157,10.463822,NT,Neotropical,"48566"
Berberis tabiensis,-74.2029076666667,5.84773484615385,NT,Neotropical,"48566"
Ranunculus pilosus,-93.128629484375,15.8051345,NT,Neotropical,"48566"
Dorstenia choconiana,-84.183116749339,10.1710034842944,NT,Neotropical,"48566"
Chacaya trinervis,-69.7815077419355,-36.6347189354839,NT,Neotropical,"48566"
Colubrina macrocarpa,-99.2713852765888,18.6891146650878,NT,Neotropical,"48566"
Gouania eurycarpa,-89.7377840107148,18.1141270603609,NT,Neotropical,"48566"
Prunus pleuradenia,-61.620568,15.1980837142857,NT,Neotropical,"48566"
Phenax laevigatus,-69.8620840617284,-15.6560890493827,NT,Neotropical,"48566"
Psittacanthus cyclophyllus,-76.28846775,5.525364,NT,Neotropical,"48566"
Dendrophthora mesembryanthemifolia,-71.7716019285714,-11.2081103928571,NT,Neotropical,"48566"
Orthopterygium huaucui,-77.4650976666667,-3.46134977777778,NT,Neotropical,"48566"
Bursera discolor,-99.7002541529974,17.9815817427344,NT,Neotropical,"48566"
Protium pullei,-61.9772223333333,-0.388877666666666,NT,Neotropical,"48566"
Esenbeckia macrantha,-96.8295634847187,18.1803879761941,NT,Neotropical,"48566"
Matayba domingensis,-70.2344146607143,18.2530233571429,NT,Neotropical,"48566"
Paullinia sessiliflora,-97.7192771574213,17.130226355929,NT,Neotropical,"48566"
Talisia stricta,-74.6358175074627,5.06236649253731,NT,Neotropical,"48566"
Simaba intermedia,-51.32385784375,-13.33406896875,NT,Neotropical,"48566"
Simaba paraensis,-64.6829961552948,-4.18149464765215,NT,Neotropical,"48566"
Distimake ternifoliolus,-62.41392775,5.98840891666667,NT,Neotropical,"48566"
Ipomoea laeta,-103.938976913043,21.1357800869565,NT,Neotropical,"48566"
Leptoglossis albiflora,-64.4556778888889,-3.66111011111111,NT,Neotropical,"48566"
Lycium repens,-69.6703113548387,-47.1394683548387,NT,Neotropical,"48566"
Nierembergia ericoides,-58.3044438,-36.59667524,NT,Neotropical,"48566"
Schizanthus tricolor,-71.1565387333333,-33.3039493333333,NT,Neotropical,"48566"
Cyathea lellingeriana,-63.74644,5.04888,NT,Neotropical,"48566"
Asplenium micropaleatum,-71.6043778837209,-10.8553309534884,NT,Neotropical,"48566"
Asplenium ocoense,-66.7320203846154,18.2333400769231,NT,Neotropical,"48566"
Hymenasplenium ortegae,-73.2070975128205,-1.38524582051282,NT,Neotropical,"48566"
Diplazium subobtusum,-81.1870912903226,-1.94322496774194,NT,Neotropical,"48566"
Elaphoglossum talamancanum,-83.4999542089552,9.47998292537313,NT,Neotropical,"48566"
Megalastrum aripense,-61.2496060909091,10.6572742727273,NT,Neotropical,"48566"
Polystichum triangulum,-75.92864405,18.4290481333333,NT,Neotropical,"48566"
Leucotrichum schenckii,-47.7711100136986,-24.3671520753425,NT,Neotropical,"48566"
Stenogrammitis hartii,-67.3571476666667,16.89917175,NT,Neotropical,"48566"
Jamesonia boliviensis,-76.0058499545455,-6.52801722727273,NT,Neotropical,"48566"
Goniopteris croatii,-83.6433107647059,9.52764476470588,NT,Neotropical,"48566"
Goniopteris nicaraguensis,-83.6958859564315,10.8710519564315,NT,Neotropical,"48566"
Venus difficilis,-71.066668,-50.216666,NT,Neotropical,"48566"
Cryptocellus magnus,-74.0963326666667,11.1274836666667,NT,Neotropical,"48566"
Pyrirhynchus heterospinus,106.25,20.25,OL,Oriental (Indomalaya),"48567"
Caridina cantonensis,113.796050814815,22.3245875462963,OL,Oriental (Indomalaya),"48567"
Zenarchopterus striga,108.4912745,12.3603625,OL,Oriental (Indomalaya),"48567"
Homaloptera bilineata,97.8830625,16.7362,OL,Oriental (Indomalaya),"48567"
Lepidocephalichthys micropogon,96.6426025357143,19.0407902857143,OL,Oriental (Indomalaya),"48567"
Labeo fimbriatus,79.2265578888889,16.965737,OL,Oriental (Indomalaya),"48567"
Onychostoma leptura,109.643132428571,19.5592001428571,OL,Oriental (Indomalaya),"48567"
Creteuchiloglanis macropterus,98.8378593291139,26.132242164557,OL,Oriental (Indomalaya),"48567"
Auriglobus remotus,117.7493045,5.4259655,OL,Oriental (Indomalaya),"48567"
Batrachuperus yenyuanensis,102.320253227425,28.7554810334448,OL,Oriental (Indomalaya),"48567"
Paramesotriton deloustali,105.53589383871,21.505667516129,OL,Oriental (Indomalaya),"48567"
Notopala suprafasciata,109.626619,-13.6478692857143,OL,Oriental (Indomalaya),"48567"
Neritina squamaepicta,121.447046055556,10.2897977222222,OL,Oriental (Indomalaya),"48567"
Cyanidium caldarium,96.5612009166667,-7.21808941666667,OL,Oriental (Indomalaya),"48567"
Polynemus paradiseus,91.4595151666667,20.3737733787879,OL,Oriental (Indomalaya),"48567"
Crocodylus palustris,79.134219914094,17.8251567194631,OL,Oriental (Indomalaya),"48567"
Fejervarya iskandari,107.725685076923,-6.992976,OL,Oriental (Indomalaya),"48567"
Gegeneophis ramaswamii,76.4425461891892,9.96593954054054,OL,Oriental (Indomalaya),"48567"
Ichthyophis beddomei,75.1554512727273,14.9258532727273,OL,Oriental (Indomalaya),"48567"
Ichthyophis bombayensis,76.0423989,15.2118567,OL,Oriental (Indomalaya),"48567"
Ichthyophis glandulosus,122.117674057143,7.06442108571429,OL,Oriental (Indomalaya),"48567"
Ichthyophis laosensis,102.12455,18.81815,OL,Oriental (Indomalaya),"48567"
Ichthyophis monochrous,123.84,8.15026553846154,OL,Oriental (Indomalaya),"48567"
Anas gibberifrons,109.281726502637,-0.869009585169097,OL,Oriental (Indomalaya),"48567"
Anas poecilorhyncha,109.138725938791,26.1830718476619,OL,Oriental (Indomalaya),"48567"
Anastomus oscitans,84.9574344084666,16.3615286373873,OL,Oriental (Indomalaya),"48567"
Ciconia boyciana,121.053394271501,30.3233779288083,OL,Oriental (Indomalaya),"48567"
Ciconia stormi,117.489201121825,5.14384149040954,OL,Oriental (Indomalaya),"48567"
Leptoptilos dubius,94.151303508726,23.8613964413176,OL,Oriental (Indomalaya),"48567"
Leptoptilos javanicus,92.1099108012234,17.8194517641676,OL,Oriental (Indomalaya),"48567"
Mycteria cinerea,103.620469278657,3.77835410512983,OL,Oriental (Indomalaya),"48567"
Mycteria leucocephala,79.473479383554,16.657365117697,OL,Oriental (Indomalaya),"48567"
Ceyx cyanopectus,121.37716660184,14.7464635545335,OL,Oriental (Indomalaya),"48567"
Halcyon smyrnensis,79.6027438836802,18.2180705328496,OL,Oriental (Indomalaya),"48567"
Heliopais personatus,99.314075849711,9.32295178034682,OL,Oriental (Indomalaya),"48567"
Rallus indicus,120.402078125193,30.5009708148377,OL,Oriental (Indomalaya),"48567"
Ardeola grayii,78.8885733348862,16.8985270379237,OL,Oriental (Indomalaya),"48567"
Gorsachius melanolophus,120.396401335189,23.8989415765018,OL,Oriental (Indomalaya),"48567"
Ixobrychus cinnamomeus,104.215796046764,18.399781957225,OL,Oriental (Indomalaya),"48567"
Pseudibis gigantea,104.981320193955,13.9209840050378,OL,Oriental (Indomalaya),"48567"
Anhinga melanogaster,81.1572373414688,14.0513134845108,OL,Oriental (Indomalaya),"48567"
Cyclemys enigmatica,100.063291384615,6.69700223076923,OL,Oriental (Indomalaya),"48567"
Mauremys sinensis,115.066307215531,24.2724551291601,OL,Oriental (Indomalaya),"48567"
Opisthosyllis australis,125.353412142857,10.4899892857143,OL,Oriental (Indomalaya),"48567"
Triconia umerus,106.120212388889,-1.73161111111111,OL,Oriental (Indomalaya),"48567"
Nicothoe analata,123.006833333333,5.27773833333333,OL,Oriental (Indomalaya),"48567"
Tiaramedon spinosum,89.933015,6.19878331578947,OL,Oriental (Indomalaya),"48567"
Hyperphrixus filiformis,97.1709224,12.9341168,OL,Oriental (Indomalaya),"48567"
Dioptromysis proxima,98.58,7.9966668,OL,Oriental (Indomalaya),"48567"
Tachypleus tridentatus,117.959514,23.8408636174863,OL,Oriental (Indomalaya),"48567"
Bugula subglobosa,127.68612375,9.263040875,OL,Oriental (Indomalaya),"48567"
Antennarius randalli,83.3158881481482,0.228539592592592,OL,Oriental (Indomalaya),"48567"
Diaphus dehaveni,124.0468335,12.209711,OL,Oriental (Indomalaya),"48567"
Gerres phaiya,74.5583333333333,12.9110563333333,OL,Oriental (Indomalaya),"48567"
Iniistius trivittatus,103.980411308642,15.1600208641975,OL,Oriental (Indomalaya),"48567"
Mene maculata,107.733548026743,-6.98596015854823,OL,Oriental (Indomalaya),"48567"
Pempheris vanicolensis,104.853196832599,2.31379118502203,OL,Oriental (Indomalaya),"48567"
Pseudovespicula dracaena,78.7969301666667,15.0438653333333,OL,Oriental (Indomalaya),"48567"
Heterodontus zebra,120.127681341463,6.08097575609756,OL,Oriental (Indomalaya),"48567"
Orcaella brevirostris,107.635972170732,7.37978740853659,OL,Oriental (Indomalaya),"48567"
Pteridopathes tanycrada,86.3895611052632,3.86364721052632,OL,Oriental (Indomalaya),"48567"
Virgularia loveni,84.5714596666667,11.92770975,OL,Oriental (Indomalaya),"48567"
Javania exserta,105.034196700361,-18.399733465704,OL,Oriental (Indomalaya),"48567"
Halammohydra andamanensis,93.2763885,9.177222,OL,Oriental (Indomalaya),"48567"
Micropyga tuberculata,97.7355606538461,-1.87672294230769,OL,Oriental (Indomalaya),"48567"
Isopatagus obovatus,121.183,9.6292,OL,Oriental (Indomalaya),"48567"
Magallana hongkongensis,115.879689772727,28.7293011818182,OL,Oriental (Indomalaya),"48567"
Cyclopecten incubans,89.72915,-5.935,OL,Oriental (Indomalaya),"48567"
Neritopsis radula,103.197371693333,-3.86096297777778,OL,Oriental (Indomalaya),"48567"
Conus praecellens,119.025712930636,6.91217483236994,OL,Oriental (Indomalaya),"48567"
Inquisitor elachystoma,113.5826036,19.1062506,OL,Oriental (Indomalaya),"48567"
Turridrupa albofasciata,85.3152741081081,3.29045364864865,OL,Oriental (Indomalaya),"48567"
Halgerda okinawa,124.188491333333,16.5220418333333,OL,Oriental (Indomalaya),"48567"
Metahaliotrema mizellei,106.531666666667,17.4033333333333,OL,Oriental (Indomalaya),"48567"
Hamacantha mindanaensis,124.599999666667,8.59169,OL,Oriental (Indomalaya),"48567"
Stylissa massa,81.5487758120805,-8.02437067785235,OL,Oriental (Indomalaya),"48567"
Laurencia venusta,129.680314690722,26.2217042628866,OL,Oriental (Indomalaya),"48567"
Pterocladiella nana,83.4934889042553,14.146988893617,OL,Oriental (Indomalaya),"48567"
Egretta eulophotes,118.227822624141,22.0151381390252,OL,Oriental (Indomalaya),"48567"
Puffinus bryani,104.228892117647,28.1878240588235,OL,Oriental (Indomalaya),"48567"
Papasula abbotti,107.795169233624,-9.72097231222707,OL,Oriental (Indomalaya),"48567"
Petasiger radiatus,110.692766666667,-8.4931,OL,Oriental (Indomalaya),"48567"
Amynthas shanghangensis,111.5612825,25.828021,OL,Oriental (Indomalaya),"48567"
Draconarius yani,98.67061125,27.3752325,OL,Oriental (Indomalaya),"48567"
Gasteracantha frontata,101.561208846154,1.66682946153846,OL,Oriental (Indomalaya),"48567"
Gea spinipes,105.562731761364,11.8871445909091,OL,Oriental (Indomalaya),"48567"
Calapnita saluang,100.747684571429,4.1603448,OL,Oriental (Indomalaya),"48567"
Tetranychus marianae,91.7992222352941,-9.58237230147059,OL,Oriental (Indomalaya),"48567"
Parahya submersa,113.7310417,-4.47217875,OL,Oriental (Indomalaya),"48567"
Rhabdoblatta karnyi,120.460627666667,24.6676547777778,OL,Oriental (Indomalaya),"48567"
Rhabdoblatta marginata,108.332745833333,20.2261138333333,OL,Oriental (Indomalaya),"48567"
Allacta bimaculata,104.528512733333,13.5773592666667,OL,Oriental (Indomalaya),"48567"
Globitermes sulphureus,100.325167609091,5.99847750909091,OL,Oriental (Indomalaya),"48567"
Nasutitermes parvonasutus,121.030615615385,23.5146922307692,OL,Oriental (Indomalaya),"48567"
Chiridopsis scalaris,103.589408541667,2.71889570833333,OL,Oriental (Indomalaya),"48567"
Phygasia chengi,121.219679727273,24.6422274545455,OL,Oriental (Indomalaya),"48567"
Eparchus insignis,116.351668657143,25.8296216285714,OL,Oriental (Indomalaya),"48567"
